#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-02-07-09-51-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1738947096.044398	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	1	0	131072.000000	0.015625	0.000000	1.015594	\x00\x00\x00\x00	1499082978.580257	0.000000	0.000000	1499083012.057257	0
1738947096.044398	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	1	0	131072.000000	0.015625	0.000000	1.015594	\x00\x00\x00\x00	1499082978.580257	0.000000	0.000000	1499083012.057257	0
1738947096.044401	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	4	3	131072.000000	0.000000	0.000000	9.599152	52.179.17.38	1499031245.281726	1499083012.057257	1499083012.593724	1499083012.593727	0
1738947096.044401	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	4	3	131072.000000	0.000000	0.000000	9.599152	52.179.17.38	1499031245.281726	1499083012.057257	1499083012.593724	1499083012.593727	0
1738947096.044460	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	1	0	131072.000000	0.015625	0.000000	1.015594	\x00\x00\x00\x00	1499082978.579460	0.000000	0.000000	1499083013.570460	0
1738947096.044461	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	1	0	131072.000000	0.015625	0.000000	1.015594	\x00\x00\x00\x00	1499082978.579460	0.000000	0.000000	1499083013.570460	0
1738947096.044465	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	4	3	131072.000000	0.000000	0.000000	9.599167	52.179.17.38	1499031245.271820	1499083013.570460	1499083014.099819	1499083014.099821	0
1738947096.044465	CTodQ62DiH8dVOvjhe	192.168.10.9	123	192.168.10.3	123	3	4	3	131072.000000	0.000000	0.000000	9.599167	52.179.17.38	1499031245.271820	1499083013.570460	1499083014.099819	1499083014.099821	0
1738947096.048867	COLYno2kqHHBjQiZy	192.168.10.12	123	195.21.137.209	123	4	3	0	64.000000	0.000000	0.000000	0.000000	INIT	0.000000	0.000000	0.000000	1499083049.158819	0
1738947096.048975	C597iK2rptDpPfmGE5	192.168.10.12	123	96.126.105.86	123	4	3	0	64.000000	0.000000	0.000000	0.000015	INIT	0.000000	0.000000	0.000000	1499083050.158855	0
1738947096.048980	C597iK2rptDpPfmGE5	192.168.10.12	123	96.126.105.86	123	4	4	2	64.000000	0.000000	0.015198	0.026398	132.246.11.231	1499082416.582566	1499083050.158855	1499083048.461093	1499083048.461145	0
1738947096.049196	C4fV0X14nydR2oKwG4	192.168.10.12	123	199.199.208.25	123	4	3	0	64.000000	0.000000	0.000000	0.000031	INIT	0.000000	0.000000	0.000000	1499083051.127126	0
1738947096.049221	CQXHhM3FqHHXWbCmUh	192.168.10.12	123	204.11.201.12	123	4	3	0	64.000000	0.000000	0.000000	0.000031	INIT	0.000000	0.000000	0.000000	1499083051.159236	0
1738947096.049232	C4fV0X14nydR2oKwG4	192.168.10.12	123	199.199.208.25	123	4	4	2	64.000000	0.000004	0.037857	0.013489	152.2.253.126	1499082817.746298	1499083051.127126	1499083049.437302	1499083049.437319	0
1738947096.049247	CQXHhM3FqHHXWbCmUh	192.168.10.12	123	204.11.201.12	123	4	4	2	64.000000	0.000001	0.021576	0.001144	216.218.254.202	1499082577.385545	1499083051.159236	1499083049.492181	1499083049.492213	0
1738947096.049620	CQXHhM3FqHHXWbCmUh	192.168.10.12	123	204.11.201.12	123	4	3	0	64.000000	0.000000	0.000000	0.000046	INIT	0.000000	0.000000	0.000000	1499083052.130865	0
1738947096.049624	CVjTJE2WZO5uwbrMcc	192.168.10.12	123	192.168.10.3	123	4	3	0	64.000000	0.000000	0.000000	0.000046	INIT	0.000000	0.000000	0.000000	1499083052.141529	0
