Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,0.578125,6,1,1,0
2,332.1,215.12109375,6,47,39,19
3,309.2,350.94921875,6,47,39,19
4,178.6,439.0703125,6,47,39,19
5,440.9,601.859375,6,47,39,19
6,663.4,626.77734375,6,47,39,19
7,172.6,739.38671875,6,47,39,19
8,132.7,799.79296875,6,47,39,19
9,367.7,997.39453125,6,47,39,19
10,943.2,1077.9296875,6,47,39,19
11,963.7,1078.33203125,6,47,39,19
12,1139.6,1100.84375,6,47,39,19
13,900.1,1105.84375,6,47,39,19
14,919.8,1124.734375,6,47,39,19
15,1206.1,1143.66796875,6,47,39,19
16,1784.7,1170.45703125,6,47,39,19
17,729.8,1191.515625,6,47,39,19
18,865.9,1192.25390625,6,47,39,19
19,1800.8,1214.890625,6,47,39,19
20,963.1,1247.7265625,6,47,39,19
21,1466.5,1248.02734375,6,47,39,19
22,1452.7,1271.1484375,6,47,39,19
23,722.3,1274.171875,6,47,39,19
24,1312.0,1275.203125,6,47,39,19
25,1587.3,1275.42578125,6,47,39,19
