Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
1,0.0,1.11328125,22,1,0,0
2,249.8,63.63671875,1,1,1,221
3,4.0,63.63671875,1,1,1,343
4,7.0,63.63671875,1,1,1,588
5,1.0,63.63671875,1,1,1,625
6,1.0,63.63671875,1,1,1,670
7,3.0,63.63671875,1,1,1,789
8,3.0,63.63671875,1,1,1,901
9,1.0,63.63671875,1,1,1,940
10,2.0,63.63671875,1,1,1,1013
11,1.0,63.63671875,1,1,1,1054
12,9.0,63.63671875,1,1,1,1124
13,72.9,63.63671875,0,1,1,1256
14,2.0,63.63671875,0,1,1,1309
15,9.0,63.63671875,0,1,1,1612
16,3.0,63.63671875,0,1,1,1732
17,2.0,63.63671875,0,1,1,1826
18,9.0,63.63671875,0,1,1,1930
19,3.0,63.63671875,0,1,1,2014
20,3.0,63.63671875,0,1,1,2066
21,30.0,63.703125,0,1,1,2117
22,1.0,63.703125,0,1,1,2162
23,60.9,63.703125,0,1,1,2196
24,100.9,63.703125,0,1,1,2197
